n_clusters,step_size,dip_threshold,n_starting_vectors,ambiguous_triangle_strategy,adjusted_rand_score,adjusted_mutual_info_score,purity_score,silhouette_score,calinski_harabasz_score,davies_bouldin_score,norm_davies_bouldin_score
15,0.01,1.0,5,random,0.43872842061194284,0.648431050515855,0.5946,0.07860731232081945,668.3767436766644,4.621121761472572,0.1779004338340518
15,0.01,1.0,5,all,0.43872842061194284,0.648431050515855,0.5946,0.07860731232081945,668.3767436766644,4.621121761472572,0.1779004338340518
15,0.01,2.0,1,ignore,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
15,0.01,2.0,1,random,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
15,0.01,2.0,1,all,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
15,0.01,2.0,2,ignore,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
15,0.01,2.0,2,random,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
15,0.01,2.0,2,all,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
15,0.01,2.0,3,ignore,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
15,0.01,2.0,3,random,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
15,0.01,2.0,3,all,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
15,0.01,2.0,5,ignore,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
15,0.01,2.0,5,random,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
15,0.01,2.0,5,all,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
15,0.01,3.0,1,ignore,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
15,0.01,3.0,1,random,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
15,0.01,3.0,1,all,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
15,0.01,3.0,2,ignore,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
15,0.01,3.0,2,random,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
15,0.01,3.0,2,all,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
15,0.01,3.0,3,ignore,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
15,0.01,3.0,3,random,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
15,0.01,3.0,3,all,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
15,0.01,3.0,5,ignore,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
15,0.01,3.0,5,random,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
15,0.01,3.0,5,all,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
15,0.01,5.0,1,ignore,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
15,0.01,5.0,1,random,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
15,0.01,5.0,1,all,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
15,0.01,5.0,2,ignore,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
15,0.01,5.0,2,random,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
15,0.01,5.0,2,all,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
15,0.01,5.0,3,ignore,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
15,0.01,5.0,3,random,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
15,0.01,5.0,3,all,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
15,0.01,5.0,5,ignore,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
15,0.01,5.0,5,random,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
15,0.01,5.0,5,all,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
15,0.001,0.01,1,ignore,0.9076944371375755,0.9644166196497457,0.9254,0.6612670961718633,13722.676399500819,0.46627114607923076,0.6820020994575068
15,0.001,0.01,1,random,0.9076944371375755,0.9644166196497457,0.9254,0.6612670961718633,13722.676399500819,0.46627114607923076,0.6820020994575068
15,0.001,0.01,1,all,0.9076944371375755,0.9644166196497457,0.9254,0.6612670961718633,13722.676399500819,0.46627114607923076,0.6820020994575068
15,0.001,0.01,2,ignore,0.9076944371375755,0.9644166196497457,0.9254,0.6612670961718633,13722.676399500819,0.46627114607923076,0.6820020994575068
15,0.001,0.01,2,random,0.9076944371375755,0.9644166196497457,0.9254,0.6612670961718633,13722.676399500819,0.46627114607923076,0.6820020994575068
15,0.001,0.01,2,all,0.9076944371375755,0.9644166196497457,0.9254,0.6612670961718633,13722.676399500819,0.46627114607923076,0.6820020994575068
15,0.001,0.01,3,ignore,0.9076944371375755,0.9644166196497457,0.9254,0.6612670961718633,13722.676399500819,0.46627114607923076,0.6820020994575068
15,0.001,0.01,3,random,0.9076944371375755,0.9644166196497457,0.9254,0.6612670961718633,13722.676399500819,0.46627114607923076,0.6820020994575068
15,0.001,0.01,3,all,0.9076944371375755,0.9644166196497457,0.9254,0.6612670961718633,13722.676399500819,0.46627114607923076,0.6820020994575068
15,0.001,0.01,5,ignore,0.9076944371375755,0.9644166196497457,0.9254,0.6612670961718633,13722.676399500819,0.46627114607923076,0.6820020994575068
15,0.001,0.01,5,random,0.9076944371375755,0.9644166196497457,0.9254,0.6612670961718633,13722.676399500819,0.46627114607923076,0.6820020994575068
15,0.001,0.01,5,all,0.9076944371375755,0.9644166196497457,0.9254,0.6612670961718633,13722.676399500819,0.46627114607923076,0.6820020994575068
15,0.001,0.05,1,ignore,0.9076944371375755,0.9644166196497457,0.9254,0.6612670961718633,13722.676399500819,0.46627114607923076,0.6820020994575068
15,0.001,0.05,1,random,0.9076944371375755,0.9644166196497457,0.9254,0.6612670961718633,13722.676399500819,0.46627114607923076,0.6820020994575068
15,0.001,0.05,1,all,0.9076944371375755,0.9644166196497457,0.9254,0.6612670961718633,13722.676399500819,0.46627114607923076,0.6820020994575068
15,0.001,0.05,2,ignore,0.9076944371375755,0.9644166196497457,0.9254,0.6612670961718633,13722.676399500819,0.46627114607923076,0.6820020994575068
15,0.001,0.05,2,random,0.9076944371375755,0.9644166196497457,0.9254,0.6612670961718633,13722.676399500819,0.46627114607923076,0.6820020994575068
15,0.001,0.05,2,all,0.9076944371375755,0.9644166196497457,0.9254,0.6612670961718633,13722.676399500819,0.46627114607923076,0.6820020994575068
15,0.001,0.05,3,ignore,0.9076944371375755,0.9644166196497457,0.9254,0.6612670961718633,13722.676399500819,0.46627114607923076,0.6820020994575068
15,0.001,0.05,3,random,0.9076944371375755,0.9644166196497457,0.9254,0.6612670961718633,13722.676399500819,0.46627114607923076,0.6820020994575068
15,0.001,0.05,3,all,0.9076944371375755,0.9644166196497457,0.9254,0.6612670961718633,13722.676399500819,0.46627114607923076,0.6820020994575068
15,0.001,0.05,5,ignore,0.9076944371375755,0.9644166196497457,0.9254,0.6612670961718633,13722.676399500819,0.46627114607923076,0.6820020994575068
15,0.001,0.05,5,random,0.9076944371375755,0.9644166196497457,0.9254,0.6612670961718633,13722.676399500819,0.46627114607923076,0.6820020994575068
15,0.001,0.05,5,all,0.9076944371375755,0.9644166196497457,0.9254,0.6612670961718633,13722.676399500819,0.46627114607923076,0.6820020994575068
15,0.001,0.1,1,ignore,0.9076944371375755,0.9644166196497457,0.9254,0.6612670961718633,13722.676399500819,0.46627114607923076,0.6820020994575068
15,0.001,0.1,1,random,0.9076944371375755,0.9644166196497457,0.9254,0.6612670961718633,13722.676399500819,0.46627114607923076,0.6820020994575068
15,0.001,0.1,1,all,0.9076944371375755,0.9644166196497457,0.9254,0.6612670961718633,13722.676399500819,0.46627114607923076,0.6820020994575068
15,0.001,0.1,2,ignore,0.9076944371375755,0.9644166196497457,0.9254,0.6612670961718633,13722.676399500819,0.46627114607923076,0.6820020994575068
15,0.001,0.1,2,random,0.9076944371375755,0.9644166196497457,0.9254,0.6612670961718633,13722.676399500819,0.46627114607923076,0.6820020994575068
15,0.001,0.1,2,all,0.9076944371375755,0.9644166196497457,0.9254,0.6612670961718633,13722.676399500819,0.46627114607923076,0.6820020994575068
15,0.001,0.1,3,ignore,0.9076944371375755,0.9644166196497457,0.9254,0.6612670961718633,13722.676399500819,0.46627114607923076,0.6820020994575068
15,0.001,0.1,3,random,0.9076944371375755,0.9644166196497457,0.9254,0.6612670961718633,13722.676399500819,0.46627114607923076,0.6820020994575068
15,0.001,0.1,3,all,0.9076944371375755,0.9644166196497457,0.9254,0.6612670961718633,13722.676399500819,0.46627114607923076,0.6820020994575068
15,0.001,0.1,5,ignore,0.9076944371375755,0.9644166196497457,0.9254,0.6612670961718633,13722.676399500819,0.46627114607923076,0.6820020994575068
15,0.001,0.1,5,random,0.9076944371375755,0.9644166196497457,0.9254,0.6612670961718633,13722.676399500819,0.46627114607923076,0.6820020994575068
15,0.001,0.1,5,all,0.9076944371375755,0.9644166196497457,0.9254,0.6612670961718633,13722.676399500819,0.46627114607923076,0.6820020994575068
15,0.001,0.25,1,ignore,0.9076944371375755,0.9644166196497457,0.9254,0.6612670961718633,13722.676399500819,0.46627114607923076,0.6820020994575068
15,0.001,0.25,1,random,0.9076944371375755,0.9644166196497457,0.9254,0.6612670961718633,13722.676399500819,0.46627114607923076,0.6820020994575068
15,0.001,0.25,1,all,0.9076944371375755,0.9644166196497457,0.9254,0.6612670961718633,13722.676399500819,0.46627114607923076,0.6820020994575068
15,0.001,0.25,2,ignore,0.9076944371375755,0.9644166196497457,0.9254,0.6612670961718633,13722.676399500819,0.46627114607923076,0.6820020994575068
15,0.001,0.25,2,random,0.9076944371375755,0.9644166196497457,0.9254,0.6612670961718633,13722.676399500819,0.46627114607923076,0.6820020994575068
15,0.001,0.25,2,all,0.9076944371375755,0.9644166196497457,0.9254,0.6612670961718633,13722.676399500819,0.46627114607923076,0.6820020994575068
15,0.001,0.25,3,ignore,0.9076944371375755,0.9644166196497457,0.9254,0.6612670961718633,13722.676399500819,0.46627114607923076,0.6820020994575068
15,0.001,0.25,3,random,0.9076944371375755,0.9644166196497457,0.9254,0.6612670961718633,13722.676399500819,0.46627114607923076,0.6820020994575068
15,0.001,0.25,3,all,0.9076944371375755,0.9644166196497457,0.9254,0.6612670961718633,13722.676399500819,0.46627114607923076,0.6820020994575068
15,0.001,0.25,5,ignore,0.9076944371375755,0.9644166196497457,0.9254,0.6612670961718633,13722.676399500819,0.46627114607923076,0.6820020994575068
15,0.001,0.25,5,random,0.9076944371375755,0.9644166196497457,0.9254,0.6612670961718633,13722.676399500819,0.46627114607923076,0.6820020994575068
15,0.001,0.25,5,all,0.9076944371375755,0.9644166196497457,0.9254,0.6612670961718633,13722.676399500819,0.46627114607923076,0.6820020994575068
15,0.001,0.5,1,ignore,0.9076944371375755,0.9644166196497457,0.9254,0.6612670961718633,13722.676399500819,0.46627114607923076,0.6820020994575068
15,0.001,0.5,1,random,0.9076944371375755,0.9644166196497457,0.9254,0.6612670961718633,13722.676399500819,0.46627114607923076,0.6820020994575068
15,0.001,0.5,1,all,0.9076944371375755,0.9644166196497457,0.9254,0.6612670961718633,13722.676399500819,0.46627114607923076,0.6820020994575068
15,0.001,0.5,2,ignore,0.9076944371375755,0.9644166196497457,0.9254,0.6612670961718633,13722.676399500819,0.46627114607923076,0.6820020994575068
15,0.001,0.5,2,random,0.9076944371375755,0.9644166196497457,0.9254,0.6612670961718633,13722.676399500819,0.46627114607923076,0.6820020994575068
15,0.001,0.5,2,all,0.9076944371375755,0.9644166196497457,0.9254,0.6612670961718633,13722.676399500819,0.46627114607923076,0.6820020994575068
15,0.001,0.5,3,ignore,0.9076944371375755,0.9644166196497457,0.9254,0.6612670961718633,13722.676399500819,0.46627114607923076,0.6820020994575068
15,0.001,0.5,3,random,0.9076944371375755,0.9644166196497457,0.9254,0.6612670961718633,13722.676399500819,0.46627114607923076,0.6820020994575068
15,0.001,0.5,3,all,0.9076944371375755,0.9644166196497457,0.9254,0.6612670961718633,13722.676399500819,0.46627114607923076,0.6820020994575068
15,0.001,0.5,5,ignore,0.9076944371375755,0.9644166196497457,0.9254,0.6612670961718633,13722.676399500819,0.46627114607923076,0.6820020994575068
15,0.001,0.5,5,random,0.9076944371375755,0.9644166196497457,0.9254,0.6612670961718633,13722.676399500819,0.46627114607923076,0.6820020994575068
15,0.001,0.5,5,all,0.9076944371375755,0.9644166196497457,0.9254,0.6612670961718633,13722.676399500819,0.46627114607923076,0.6820020994575068
15,0.001,0.75,1,ignore,0.9076944371375755,0.9644166196497457,0.9254,0.6612670961718633,13722.676399500819,0.46627114607923076,0.6820020994575068
15,0.001,0.75,1,random,0.9076944371375755,0.9644166196497457,0.9254,0.6612670961718633,13722.676399500819,0.46627114607923076,0.6820020994575068
15,0.001,0.75,1,all,0.9076944371375755,0.9644166196497457,0.9254,0.6612670961718633,13722.676399500819,0.46627114607923076,0.6820020994575068
15,0.001,0.75,2,ignore,0.9076944371375755,0.9644166196497457,0.9254,0.6612670961718633,13722.676399500819,0.46627114607923076,0.6820020994575068
15,0.001,0.75,2,random,0.9076944371375755,0.9644166196497457,0.9254,0.6612670961718633,13722.676399500819,0.46627114607923076,0.6820020994575068
15,0.001,0.75,2,all,0.9076944371375755,0.9644166196497457,0.9254,0.6612670961718633,13722.676399500819,0.46627114607923076,0.6820020994575068
15,0.001,0.75,3,ignore,0.9076944371375755,0.9644166196497457,0.9254,0.6612670961718633,13722.676399500819,0.46627114607923076,0.6820020994575068
15,0.001,0.75,3,random,0.9076944371375755,0.9644166196497457,0.9254,0.6612670961718633,13722.676399500819,0.46627114607923076,0.6820020994575068
15,0.001,0.75,3,all,0.9076944371375755,0.9644166196497457,0.9254,0.6612670961718633,13722.676399500819,0.46627114607923076,0.6820020994575068
15,0.001,0.75,5,ignore,0.9076944371375755,0.9644166196497457,0.9254,0.6612670961718633,13722.676399500819,0.46627114607923076,0.6820020994575068
15,0.001,0.75,5,random,0.9076944371375755,0.9644166196497457,0.9254,0.6612670961718633,13722.676399500819,0.46627114607923076,0.6820020994575068
15,0.001,0.75,5,all,0.9076944371375755,0.9644166196497457,0.9254,0.6612670961718633,13722.676399500819,0.46627114607923076,0.6820020994575068
15,0.001,1.0,1,ignore,0.43872842061194284,0.648431050515855,0.5946,0.07860731232081945,668.3767436766644,4.621121761472572,0.1779004338340518
15,0.001,1.0,1,random,0.43872842061194284,0.648431050515855,0.5946,0.07860731232081945,668.3767436766644,4.621121761472572,0.1779004338340518
15,0.001,1.0,1,all,0.43872842061194284,0.648431050515855,0.5946,0.07860731232081945,668.3767436766644,4.621121761472572,0.1779004338340518
15,0.001,1.0,2,ignore,0.43872842061194284,0.648431050515855,0.5946,0.07860731232081945,668.3767436766644,4.621121761472572,0.1779004338340518
15,0.001,1.0,2,random,0.43872842061194284,0.648431050515855,0.5946,0.07860731232081945,668.3767436766644,4.621121761472572,0.1779004338340518
15,0.001,1.0,2,all,0.43872842061194284,0.648431050515855,0.5946,0.07860731232081945,668.3767436766644,4.621121761472572,0.1779004338340518
15,0.001,1.0,3,ignore,0.43872842061194284,0.648431050515855,0.5946,0.07860731232081945,668.3767436766644,4.621121761472572,0.1779004338340518
15,0.001,1.0,3,random,0.43872842061194284,0.648431050515855,0.5946,0.07860731232081945,668.3767436766644,4.621121761472572,0.1779004338340518
15,0.001,1.0,3,all,0.43872842061194284,0.648431050515855,0.5946,0.07860731232081945,668.3767436766644,4.621121761472572,0.1779004338340518
15,0.001,1.0,5,ignore,0.43872842061194284,0.648431050515855,0.5946,0.07860731232081945,668.3767436766644,4.621121761472572,0.1779004338340518
15,0.001,1.0,5,random,0.43872842061194284,0.648431050515855,0.5946,0.07860731232081945,668.3767436766644,4.621121761472572,0.1779004338340518
15,0.001,1.0,5,all,0.43872842061194284,0.648431050515855,0.5946,0.07860731232081945,668.3767436766644,4.621121761472572,0.1779004338340518
15,0.001,2.0,1,ignore,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
15,0.001,2.0,1,random,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
15,0.001,2.0,1,all,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
15,0.001,2.0,2,ignore,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
15,0.001,2.0,2,random,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
15,0.001,2.0,2,all,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
15,0.001,2.0,3,ignore,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
15,0.001,2.0,3,random,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
15,0.001,2.0,3,all,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
15,0.001,2.0,5,ignore,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
15,0.001,2.0,5,random,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
15,0.001,2.0,5,all,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
15,0.001,3.0,1,ignore,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
15,0.001,3.0,1,random,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
15,0.001,3.0,1,all,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
15,0.001,3.0,2,ignore,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
15,0.001,3.0,2,random,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
15,0.001,3.0,2,all,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
15,0.001,3.0,3,ignore,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
15,0.001,3.0,3,random,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
15,0.001,3.0,3,all,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
15,0.001,3.0,5,ignore,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
15,0.001,3.0,5,random,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
15,0.001,3.0,5,all,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
15,0.001,5.0,1,ignore,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
15,0.001,5.0,1,random,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
15,0.001,5.0,1,all,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
15,0.001,5.0,2,ignore,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
15,0.001,5.0,2,random,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
15,0.001,5.0,2,all,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
15,0.001,5.0,3,ignore,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
15,0.001,5.0,3,random,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
15,0.001,5.0,3,all,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
15,0.001,5.0,5,ignore,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
15,0.001,5.0,5,random,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
15,0.001,5.0,5,all,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
